indberetningsdato,indberetter_navn,produkt_id,produkt_mrke_produkt_navn,produkt_type,Reference_ID_sam,,,,
12-06-2017,Efuma Aps,00219-17-09025,Aspire - 2500mAh Zelos 50W Kit with Nautilus 2,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93001; 00219-17-93005,,,,
21-02-2019,Efuma Aps,00219-18-04317,Aspire - K3 Quick Start Kit - 1200mAh,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93002,,,,
09-06-2017,Efuma Aps,00219-17-07624,Aspire - X30 Rover Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93003,,,,
21-02-2019,Efuma Aps,00219-18-04314,Aspire - K2 Quick Start Kit - 800mAh,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93003,,,,
12-06-2017,Efuma Aps,00219-17-04721,Aspire -  5pcs - Cleito Dual Clapton Replacement Atomizer Head - 0.27ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
03-08-2017,Efuma Aps,00219-17-03802,Aspire - Cleito Dual Clapton Replacement Atomizer Head - 0.4ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
09-06-2017,Efuma Aps,00219-17-01121,Aspire - 5pcs BVC General Coils - 1.6 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93003,,,,
25-04-2019,Efuma Aps,00219-18-18410,Ehpro - 2ml True MTL RTA,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91001,,,,
09-06-2017,Efuma Aps,00219-17-05134,Aspire -  5pcs Nautilus X Replacement Coil - 1.5ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93003,,,,
27-06-2017,Efuma Aps,00219-17-06334,Aspire - 5pcs Cleito 120 Atomizer Head - 0.16ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
09-06-2017,Efuma Aps,00219-17-05866,Aspire - Atlantis EVO Standard Tank Kit - 2ml,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
18-07-2017,Efuma Aps,00219-17-03801,Aspire - 5pcs - Cleito Dual Clapton Replacement Atomizer Head - 0.2ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
09-11-2016,RITCHY EU s.r.o.,00046-16-00253,Liqua 10ml Menthol 6,Refill container/cartridge containing e-liquid.,,,,,
08-11-2016,RITCHY EU s.r.o.,00046-16-00359,Liqua 10ml Vanilla 12,Refill container/cartridge containing e-liquid.,,,,,
09-11-2016,RITCHY EU s.r.o.,00046-16-00254,Liqua 10ml Menthol 12,Refill container/cartridge containing e-liquid.,,,,,
09-11-2016,RITCHY EU s.r.o.,00046-16-00329,Liqua 10ml Sweet Tobacco 12,Refill container/cartridge containing e-liquid.,,,,,
09-11-2016,RITCHY EU s.r.o.,00046-16-00244,Liqua 10ml Licorice 12,Refill container/cartridge containing e-liquid.,,,,,
09-11-2016,RITCHY EU s.r.o.,00046-16-00219,Liqua 10ml Extreme Drink 12,Refill container/cartridge containing e-liquid.,,,,,
08-11-2016,RITCHY EU s.r.o.,00046-16-00358,Liqua 10ml Vanilla 6,Refill container/cartridge containing e-liquid.,,,,,
09-11-2016,RITCHY EU s.r.o.,00046-16-00344,Liqua 10ml Traditional Tobacco 12,Refill container/cartridge containing e-liquid.,,,,,
04-11-2016,RITCHY EU s.r.o.,00046-16-00328,Liqua 10ml Sweet Tobacco 6,Refill container/cartridge containing e-liquid.,,,,,
09-11-2016,RITCHY EU s.r.o.,00046-16-00243,Liqua 10ml Licorice 6,Refill container/cartridge containing e-liquid.,,,,,
09-11-2016,RITCHY EU s.r.o.,00046-16-00218,Liqua 10ml Extreme Drink 6,Refill container/cartridge containing e-liquid.,,,,,
09-11-2016,RITCHY EU s.r.o.,00046-16-00343,Liqua 10ml Traditional Tobacco 6,Refill container/cartridge containing e-liquid.,,,,,
28-08-2018,Efuma Aps,00219-18-00386,Aspire - CE5 BVC (Single),Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93002,,,,
09-06-2017,Efuma Aps,00219-17-05762,Aspire - 5pcs Nautilus X Replacement Coil - 1.8ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93003,,,,
12-06-2017,Efuma Aps,00219-17-06968,Aspire - 5pc PockeX Atomizer Head - 0.6 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92004,,,,
05-02-2018,Efuma Aps,00219-18-14504,Hugo Vapor  - Hugo Vapor N BF RDA,Other,,,,,
23-11-2018,Efuma Aps,00219-18-19747,Geekvape - Baron RDA,Other,,,,,
12-04-2018,Efuma Aps,00219-18-15405,Vandy Vape  - Berserker MTL RDA,Other,,,,,
09-06-2017,Efuma Aps,00219-17-03542,Aspire - 5pcs - Triton Mini Replacement Atomizer Head - 1.8 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93001,,,,
12-06-2017,Efuma Aps,00219-17-09030,Aspire - 2ml Nautilus 2 Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93001; 00219-17-93005,,,,
08-05-2018,Efuma Aps,00219-18-15894,Ehpro - Panther RDA,Other,,,,,
21-12-2017,Efuma Aps,00219-17-11901,Council of Vapor - COV Royal Hunter X,Other,,,,,
09-06-2017,Efuma Aps,00219-17-05879,Aspire - 5pcs - Atlantis Evo Replacement Coil - 0.4ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
09-06-2017,Efuma Aps,00219-17-07589,Aspire - 5pcs Nautilus BVC Coils - 1.6ohms,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93002,,,,
09-05-2019,Efuma Aps,00219-19-21551,Geekvape - Tengu RDA,Other,,,,,
21-12-2017,Efuma Aps,00219-17-12238,VGOD - VGOD PRO DRIP RDA,Other,,,,,
17-05-2018,Efuma Aps,00219-18-12280,Geekvape  - Athena Squonk RDA,Other,,,,,
29-11-2018,Efuma Aps,00219-18-19835,VandyVape - Pulse V2 RDA,Other,,,,,
21-12-2017,Efuma Aps,00219-17-13315,IJOY - COMBO RDA Triangle,Other,,,,,
06-04-2018,Efuma Aps,00219-18-15116,Geekvape  - Loop RDA,Other,,,,,
21-12-2017,Efuma Aps,00219-17-13590,Vandy Vape - Pulse 22 BF RDA,Other,,,,,
21-12-2017,Efuma Aps,00219-17-13373,Advken - Advken Artha RDA - UK Edition,Other,,,,,
21-12-2017,Efuma Aps,00219-17-13370,Advken - Advken Artha RDA TPD Edition,Other,,,,,
21-12-2017,Efuma Aps,00219-17-13560,GeekVape - Radar RDA,Other,,,,,
22-12-2017,Efuma Aps,00219-17-13692,IJOY - IJOY COMBO SRDA,Other,,,,,
21-12-2017,Efuma Aps,00219-17-11374,Digiflavor - Anarchist Riot RDA,Other,,,,,
30-05-2018,Efuma Aps,00219-18-16295,Geekvape - Ammit MTL RDA,Other,,,,,
22-06-2017,Efuma Aps,00219-17-09708,Eleaf - 2ml Ello Mini Atomizer,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93005; 00219-17-92005,,,,
06-07-2017,Efuma Aps,00219-17-09384,Eleaf - 2ml Melo 3 Mini Atomizer New Colors,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91004; 00219-17-91005,,,,
15-02-2018,Efuma Aps,00219-18-13789,Aspire - 2ml Revvo ARC Subohm Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
26-02-2018,Efuma Aps,00219-17-11042,Aspire - 3pcs Athos Coils - 0.16ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
19-06-2018,Efuma Aps,00219-18-13803,Aspire - 2ml Skystar 210W Touch Screen TC Kit with Revvo,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91006,,,,
26-05-2018,Efuma Aps,00219-18-15835,Aspire - 5pcs Breeze Atomizer Head - 1.0ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91003,,,,
08-06-2017,Efuma Aps,00219-17-00409,Aspire - Nautilus BVC Coil - 1.8ohms,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93001,,,,
13-03-2019,Efuma Aps,00219-17-12739,Aspire - 5pcs PockeX Atomizer Head - 1.2ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-10486,,,,
13-10-2017,Efuma Aps,00219-17-11041,Aspire - 3pcs Athos Coils - 0.3ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
26-02-2018,Efuma Aps,00219-17-12929,Aspire - 2ml Athos Subohm Tank TPD Version,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006; 00219-17-91005,,,,
02-11-2017,Efuma Aps,00219-17-11234,Aspire - 2ml Cleito Tank Kit - EU Version,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005; 00219-17-91006,,,,
26-05-2018,Efuma Aps,00219-17-12708,Aspire - 5pcs Aspire Breeze Atomizer Head-1.2ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91003,,,,
19-06-2018,Efuma Aps,00219-18-13828,Aspire - 2ml Speeder Revvo 200W TC Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91006,,,,
07-03-2018,Efuma Aps,00219-18-13815,Aspire - 3pcs Revvo Replacement Coil,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
19-06-2018,Efuma Aps,00219-18-13820,Aspire - 5000mAh Typhon 100 2ml Revvo TC Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91006,,,,
04-07-2018,Efuma Aps,00219-18-15763,Aspire - 1000mAh Breeze 2 AIO 2ml Starter Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-92003; 00219-17-91003,,,,
22-06-2017,Efuma Aps,00219-17-10210,Eleaf - 3000mAh iJust NexGen Full Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00746-17-60212,,,,
22-06-2017,Efuma Aps,00219-17-10296,Eleaf - 85W iStick Pico 25 with Ello TC Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-92005; 00219-17-93005,,,,
10-10-2018,Efuma Aps,00219-18-16695,Aspire - 650mAh Spryte 2ml Starter Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93003,,,,
30-01-2019,Efuma Aps,00219-18-19852,Aspire - 5pcs Tigon Replacement Coil - 0.4ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93005,,,,
05-09-2018,Efuma Aps,00219-18-16901,Aspire - Nautilus BVC Coil - 1.8ohm (NS),Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93002,,,,
27-06-2019,Efuma Aps,00219-19-21396,Aspire - 5pcs Tigon Mesh Replacement Coil - 0.7ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91003,,,,
31-10-2018,Efuma Aps,00219-18-16899,Aspire - 2ml Nautilus AIO Starter Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93002; 00219-17-93001,,,,
08-08-2018,Efuma Aps,00219-18-16794,Aspire - 2ml Revvo Mini Subohm Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
30-01-2019,Efuma Aps,00219-19-19860,Aspire - 1800mAh Tigon 2ml Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93005; 00219-17-93004,,,,
08-08-2018,Efuma Aps,00219-18-16819,Aspire - 3pcs Revvo Mini Replacement Coil -  0.25ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
14-04-2019,Efuma Aps,00219-19-21081,Aspire - 1600mAh Reax Mini Kit with 2ml Tigon Tank,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93005; 00219-17-93004,,,,
30-01-2019,Efuma Aps,00219-19-19854,Aspire - 2ml Tigon Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93005; 00219-17-93004,,,,
21-12-2018,Efuma Aps,00219-18-18095,Aspire - 5pcs Nautilus 2S Replacement Coil - 0.4ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93005,,,,
12-07-2018,Efuma Aps,00219-18-16793,Aspire - Spryte BVC replacement coil- 1.2ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93003,,,,
13-01-2017,Efuma Aps,00219-16-05687,Sundbygaard - Granatæble 18 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05716,Sundbygaard - Vandpibeæble 12 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05730,Sundbygaard - Skovbær 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
10-02-2017,Efuma Aps,00219-16-05695,Sundbygaard - Hvid lakrids 6 mg/ml ,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05725,Sundbygaard - Tobak 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
21-12-2018,Efuma Aps,00219-18-18069,Aspire - 2ml Zelos 50W 2.0 with Nautilus 2S Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93005; 00219-17-93001,,,,
10-12-2018,Efuma Aps,00219-18-19853,Aspire - 5pcs Tigon Replacement Coil - 1.2ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93004,,,,
21-12-2018,Efuma Aps,00219-18-18057,Aspire - 2ml Nautilus 2S Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93005; 00219-17-93001,,,,
29-04-2019,Efuma Aps,00219-19-21197,Aspire - 1000mAh K1 Stealth 1.9ml Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93003,,,,
27-06-2019,Efuma Aps,00219-19-21397,Aspire - Nautilus 2S Mesh Replacement Coil - 0.7ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
28-11-2019,Efuma Aps,00219-19-23439,Aspire - 5pcs AVP Pro Replacement Coil - Standard 1.15ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91003,,,,
01-07-2019,Efuma Aps,00219-19-22278,Aspire - 900mAh K Lite 1.9ml Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93003,,,,
27-06-2019,Efuma Aps,00219-19-22332,Aspire - 2ml ODAN Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
01-07-2019,Efuma Aps,00219-19-22290,Aspire - 1.9ml K Lite Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93003,,,,
27-06-2019,Efuma Aps,00219-19-22335,Aspire - 3pcs ODAN Replacement Coil - 0.3ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
28-11-2019,Efuma Aps,00219-19-23438,Aspire - 5pcs AVP Pro Replacement Coil - Mesh 0.65ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
27-06-2019,Efuma Aps,00219-19-22334,Aspire - 3pcs ODAN Replacement Coil - 0.2ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
22-06-2017,Efuma Aps,00219-17-10564,Eleaf - 2ml iKonn 220 with Ello Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93006; 00219-17-93004,,,,
13-01-2017,Efuma Aps,00219-16-05735,Sundbygaard - Hyldeblomst 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05737,Sundbygaard - Hyldeblomst 18 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
10-02-2017,Efuma Aps,00219-16-05696,Sundbygaard - Hvid lakrids 12 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05720,Sundbygaard - Menthol 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05726,Sundbygaard - Tobak 12 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05741,Sundbygaard - Twist 12 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05710,Sundbygaard - Vingummi Lakrids  6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05717,Sundbygaard - Vandpibeæble 18 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05672,Sundbygaard - Ananas 18mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05676,Sundbygaard - Blå Fugl 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05715,Sundbygaard - Vandpibeæble 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05721,Sundbygaard - Menthol 12 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05681,Sundbygaard - Cigaret 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05740,Sundbygaard - Twist 6 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05671,Sundbygaard - Ananas 12mg/ml ,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05675,Sundbygaard - Blå Fugl 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05727,Sundbygaard - Tobak 18 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05686,Sundbygaard - Granatæble 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-01-2017,Efuma Aps,00219-16-05732,Sundbygaard - Skovbær 18 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
19-12-2017,Efuma Aps,00219-17-12003,Digiflavor - 2ml Digiflavor Siren 2 GTA MTL Atomizer ,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91001,,,,
19-12-2017,Efuma Aps,00219-17-13051,Digiflavor - 2ml Digiflavor Pharaoh Mini RTA - TPD,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91001,,,,
01-12-2017,Efuma Aps,00219-17-12715,Digiflavor DROP RDA,Other,,,,,
26-04-2019,Efuma Aps,00219-18-14000,Innokin - 5pcs Zenith Replacement Coil - 1.6ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91002,,,,
22-06-2017,Efuma Aps,00219-17-09786,Eleaf - 5pcs HW1 Single-Cylinder Head 0.2 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92005,,,,
22-06-2017,Efuma Aps,00219-17-10418,Eleaf - 5pcs HW3 Triple-Cylinder Head for Ello/Ello Mini/Ello Mini XL,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
22-06-2017,Efuma Aps,00219-17-01713,5pcs - iJust 2 / Melo EC Atomizer Head - 0.3ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
22-06-2017,Efuma Aps,00219-17-09264,Eleaf - 5pcs ES Sextuple 0.17 ohm Head,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
22-06-2017,Efuma Aps,00219-17-09787,Eleaf - 5pcs Eleaf HW2 Dual-Cylinder Head 0.3 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93005,,,,
23-06-2017,Efuma Aps,00219-17-05420,Eleaf - 5pcs GS-Air Dual Coil 1.5 Ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93003,,,,
23-06-2017,Efuma Aps,00219-17-03539,Eleaf  - 5pcs - GS-Air 2 Pure Cotton Head - 0.75 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93004,,,,
27-06-2017,Efuma Aps,00219-17-05308,Endura T18EP 2ml Starter Kit - 1000mAh,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93003,,,,
18-12-2017,Efuma Aps,00219-17-13654,Innokin - Thermo RDA,Other,,,,,
14-11-2018,Efuma Aps,00219-18-08355,nordik ® - PRO Kit (starter) 1 x 1 ml Tobacco blend 16 mg/ml,Electronic cigarette – Rechargeable, placed on the market with one type of e-liquid (fixed combination). Any rechargeable which can also be used as a refillable should be reported under the refillable categ,,,,
25-01-2018,Efuma Aps,00219-17-12507,Innokin - 4pcs Prism S Coil for T20S - 1.5ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93003,,,,
19-02-2019,Efuma Aps,00219-18-08358,nordik® - Disposable e-cigaret x 2 Tobacco blend 16 mg/ml ,Electronic cigarette – Disposable.,,,,,
16-11-2018,Efuma Aps,00219-18-08360,nordik® - PRO 3 x 1 ml refills Tobacco blend 16 mg/ml,Refill container/cartridge containing e-liquid.,00219-18-08355,,,,
16-11-2018,Efuma Aps,00219-18-08361,nordik®  - PRO 3 x 1 ml refills Ice menthol 16 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
16-11-2018,Efuma Aps,00219-18-08369,nordik® - 10 ml e-væske Tobacco blend 16 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
16-11-2018,Efuma Aps,00219-18-08370,nordik® - 10 ml e-væske Ice menthol 16 mg/ml,Refill container/cartridge containing e-liquid.,,,,,
13-09-2017,Efuma Aps,00219-17-11314,Eleaf - 5pcs EC2 Coil Head for Melo 4 - 0.5ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91004,,,,
22-01-2018,Efuma Aps,00219-18-01714,Eleaf - 5pcs - iJust 2 / Melo EC Atomizer Head - 0.5ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91004,,,,
24-06-2017,Efuma Aps,00219-17-06250,Eleaf - 5pcs - EC NC Atomizer Head for various Eleaf Atomizers 0.25 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92005,,,,
07-08-2017,Efuma Aps,00219-17-06321,Eleaf - 5pcs  ECML Atomizer Head for Melo 3 Nano/iJust S/ iJust 2/ iJust 2 mini/Melo/Melo 2/Melo 3/Lemo 3,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93004,,,,
30-08-2017,DOIT Denmark ApS,00226-16-00006,iSmoke - iSmoke Genopladeligt Batteri,Electronic cigarette – Rechargeable, device only Any rechargeable which can also be used as a refillable should be reported under the refillable category. ,,,,
15-11-2016,DOIT Denmark ApS,00226-16-00002,iSmoke - iSmoke Premium Filtre - 12mg Mentol,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,DOIT Denmark ApS,00226-16-00003,iSmoke - iSmoke Premium Filtre - 18mg Original Tobak,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,DOIT Denmark ApS,00226-16-00005,iSmoke - iSmoke Premium Filtre - 18mg Intens Tobak,Refill container/cartridge containing e-liquid.,,,,,
12-11-2016,DOIT Denmark ApS,00226-16-00001,iSmoke - iSmoke Premium Filtre - 18mg Mentol,Refill container/cartridge containing e-liquid.,,,,,
15-11-2016,DOIT Denmark ApS,00226-16-00004,iSmoke - iSmoke Premium Filtre - 12mg Original Tobak,Refill container/cartridge containing e-liquid.,,,,,
02-11-2018,Efuma Aps,00219-18-18222,Nordik by Vapeson - 2x1.5ml e-pods, Apple - 18 mg/ml,Refill container/cartridge containing e-liquid.,00409-16-20143; 00219-18-18519,,,
02-11-2018,Efuma Aps,00219-18-18221,Nordik by Vapeson - 2x1.5ml e-pods, Apple - 12 mg/ml,Refill container/cartridge containing e-liquid.,00219-18-18519; 00409-16-20142,,,
02-11-2018,Efuma Aps,00219-18-18220,Nordik by Vapeson - 2x1.5ml e-pods, Apple - 6 mg/ml,Refill container/cartridge containing e-liquid.,00409-16-20141; 00219-18-18519,,,
