indberetningsdato,indberetter_navn,produkt_id,produkt_mrke_produkt_navn,produkt_type,Reference_ID_sam,,,,
21-02-2019,Nicoventures Trading Limited,00170-19-16097,Vype - ePen3 device only - color Silver,Electronic cigarette – Refillable, device only.,,,,
21-02-2019,Nicoventures Trading Limited,00170-19-16097,Vype - ePen3 device only - color Gold,Electronic cigarette – Refillable, device only.,,,,
21-02-2019,Nicoventures Trading Limited,00170-19-16097,Vype - ePen3 device only - color Red,Electronic cigarette – Refillable, device only.,,,,
21-02-2019,Nicoventures Trading Limited,00170-19-16097,Vype - ePen3 device only - color Blue,Electronic cigarette – Refillable, device only.,,,,
21-02-2019,Nicoventures Trading Limited,00170-19-16097,Vype - ePen3 device only - color White,Electronic cigarette – Refillable, device only.,,,,
21-02-2019,Nicoventures Trading Limited,00170-19-16097,Vype - ePen3 device colour Aqua,Electronic cigarette – Refillable, device only.,,,,
04-04-2019,Nicoventures Trading Limited,00170-19-16911,Vype - ePEN3 vPRO consumables Green Apple 12 mg,Refill container/cartridge containing e-liquid.,,,,,
21-02-2019,Nicoventures Trading Limited,00170-19-16093,Vype - ePEN3 vPRO consumables Dark Cherry 12 mg,Refill container/cartridge containing e-liquid.,00170-19-16084,,,,
21-02-2019,Nicoventures Trading Limited,00170-19-16092,Vype - ePEN3 vPRO consumables Dark Cherry 18 mg,Refill container/cartridge containing e-liquid.,,,,,
28-08-2019,Nicoventures Trading Limited,00170-19-17770,Vype - ePEN3 Dark Cherry 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
28-08-2019,Nicoventures Trading Limited,00170-19-17771,Vype - ePEN3  Rich Tobacco 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
04-04-2019,Nicoventures Trading Limited,00170-19-16912,Vype - ePEN3 vPRO consumables Green Apple 18 mg,Refill container/cartridge containing e-liquid.,,,,,
25-09-2019,Nicoventures Trading Limited,00170-18-17879,Vype - Epen3 Vpro Smooth Mint 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
28-08-2019,Nicoventures Trading Limited,00170-19-17769,Vype - ePEN3 Crushed Mint 6mg/ml,Refill container/cartridge containing e-liquid.,,,,,
02-09-2019,Nicoventures Trading Limited,00170-19-17811,Vype - ePen3 Cap Iced Berry 12mg/ml,Refill container/cartridge containing e-liquid.,,,,,
21-02-2019,Nicoventures Trading Limited,00170-19-16084,Vype - ePEN3 vPRO consumables Crushed Mint 18 mg,Refill container/cartridge containing e-liquid.,,,,,
25-09-2019,Nicoventures Trading Limited,00170-18-17876,Vype - Epen3 Peppermint Tobacco vPro 12mg,Refill container/cartridge containing e-liquid.,,,,,
21-02-2019,Nicoventures Trading Limited,00170-19-16085,Vype - ePEN3 vPRO consumables Crushed Mint 12 mg,Refill container/cartridge containing e-liquid.,,,,,
21-02-2019,Nicoventures Trading Limited,00170-19-16086,Vype - ePEN3 vPRO consumables Rich Tobacco 18 mg,Refill container/cartridge containing e-liquid.,,,,,
21-02-2019,Nicoventures Trading Limited,00170-19-16087,Vype - ePEN3 vPRO consumables Rich Tobacco 12 mg,Refill container/cartridge containing e-liquid.,,,,,
15-02-2018,Efuma Aps,00219-17-11707,Justfog - 5pcs JUSTFOG Q16 Replacement Cotton Coil - 1.6ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93003,,,,
22-12-2017,Efuma Aps,00219-17-12242,OBS - OBS Crius 2 RTA - EU Edition,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91001,,,,
26-04-2019,Efuma Aps,00219-19-21243,Eleaf - 2ml ELLO POP Atomizer,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
26-04-2019,Efuma Aps,00219-19-21302,Eleaf - 5pcs HW-M2 Coil Head for Ello Series - 0.2ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
29-04-2019,Efuma Aps,00219-19-21229,Eleaf - 2ml iStick Mix 160W Kit with ELLO POP Atomizer,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91006,,,,
29-04-2019,Efuma Aps,00219-19-21086,Eleaf - iJust 21700 Starter Kit with 2ml Ello Duro,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91006,,,,
06-07-2019,Efuma Aps,00219-19-21519,Eleaf - 5pcs GS Air S Coil Head - 1.6ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92002,,,,
04-07-2019,Efuma Aps,00219-19-21516,Eleaf - 2ml Melo 5,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006; 00219-17-92003,,,,
05-07-2019,Efuma Aps,00219-19-21517,Eleaf - 5pcs EC-S Coil Head - 0.6ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92003,,,,
07-07-2019,Efuma Aps,00219-19-21532,Eleaf - 3000mAh iStick Rim Kit with 2ml Melo 5,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91006; 00219-17-92003,,,,
07-07-2019,Efuma Aps,00219-19-22191,Eleaf - 580mAh Tance 2ml Pod Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93004,,,,
01-08-2019,Efuma Aps,00219-19-21383,Eleaf - 800mAh iTap 2ml Pod Starter Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-92002; 00219-17-93004,,,,
14-10-2019,Efuma Aps,00219-19-23286,Eleaf - 3pcs Pesso Replacement Coil - EF-M 0.6ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91003,,,,
14-10-2019,Efuma Aps,00219-19-23285,Eleaf - 3pcs Pesso Replacement Coil - EF 0.3ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
23-07-2019,Efuma Aps,00219-19-22562,Eleaf - 5pcs iJust Mini GT C Coil Head - 1.4ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93003,,,,
14-10-2019,Efuma Aps,00219-19-23278,Eleaf - 2ml Pesso Atomizer Childproof Version,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92004,,,,
23-07-2019,Efuma Aps,00219-19-22561,Eleaf - 5pcs iJust Mini GT M Coil Head - 0.6ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
13-09-2019,Efuma Aps,00219-19-22905,Eleaf - 3pcs HW-T2 Coil Head for Rotor - 0.2ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
13-09-2019,Efuma Aps,00219-19-22835,Eleaf - 2ml Rotor Mesh Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
23-07-2019,Efuma Aps,00219-19-22560,Eleaf - 5pcs iJust Mini GT Coil Head - 1.2ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93004,,,,
23-07-2019,Efuma Aps,00219-19-22553,Eleaf - 2ml iJust Mini Atomizer,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005; 00219-17-93004,,,,
07-08-2019,Efuma Aps,00219-19-22546,Eleaf - 1100mAh iJust Mini Vape Pen 2ml Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91005; 00219-17-93004,,,,
13-09-2019,Efuma Aps,00219-19-22845,Eleaf - 3pcs HW-T Coil Head for Rotor - 0.2ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
08-03-2018,Efuma Aps,00219-18-12976,Vaporesso - 3pcs Vaporesso NRG GT Core Coil - GT CCELL,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92004,,,,
30-07-2017,Efuma Aps,00219-17-07018,Vaporesso - 5pcs Vaporesso Guardian CCELL Coil - 0.5 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92003,,,,
31-07-2017,Efuma Aps,00219-17-08122,Vaporesso - Vaporesso VECO Tank - 2ml,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005; 00219-17-92004,,,,
23-04-2019,Efuma Aps,00219-18-15083,Vandy Vape - 2ml Berserker Mini MTL RTA,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91001,,,,
30-07-2017,Efuma Aps,00219-17-05369,Vaporesso - Vaporesso Guardian cCELL Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92003; 00219-17-92004,,,,
28-07-2017,Efuma Aps,00219-17-06935,Vaporesso - 1400mAh Vaporesso TARGET Mini TC Starter Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-92003; 00219-17-92004,,,,
01-08-2017,Efuma Aps,00219-17-09881,Vaporesso - 5pcs Vaporesso Traditional EUC Clapton for Estoc/Target Pro/ORC/Gemini,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
01-08-2017,Efuma Aps,00219-17-09880,5pcs Vaporesso Ceramic EUC - With Sleeve,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92004,,,,
30-07-2017,Efuma Aps,00219-17-07019,Vaporesso - 5pcs Vaporesso Guardian CCELL Coil - 0.6 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92004,,,,
21-06-2017,Efuma Aps,00219-17-07511,Wismec - 5pcs DS Dual Atomizer Head for ORMA/Motiv 0.25 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92004,,,,
21-06-2017,Efuma Aps,00219-17-07512,Wismec - 5pcs DS NC Atomizer Head for ORMA/Motiv 0.25 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92004,,,,
20-02-2018,Efuma Aps,00219-17-11712,Vaporesso - 3pcs Vaporesso NRG GT Core Coil - GT6,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
15-02-2018,Efuma Aps,00219-17-11710,Vaporesso - 3pcs Vaporesso NRG GT Core Coil - GT2,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
04-07-2019,Efuma Aps,00219-17-11993,Vaporesso - 2ml Vaporesso 80W Swag TC Kit with NRG SE Tank,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91005; 00219-17-92004,,,,
15-02-2018,Efuma Aps,00219-17-11982,Vaporesso - 2ml Vaporesso NRG SE Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92004; 00219-17-91005,,,,
19-04-2018,Efuma Aps,00219-18-10353,Vaporesso - 3pcs Vaporesso NRG GT8 Core Coil ,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
19-02-2018,Efuma Aps,00219-18-13889,Ijoy - 2ml Captain Elite RTA,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91001,,,,
18-12-2017,Efuma Aps,00219-17-13700,Wotofo - NUDGE RDA ,Other,,,,,
30-11-2017,Efuma Aps,00219-17-09556,UD Skywalker RDA,Other,,,,,
19-12-2017,Efuma Aps,00219-17-11825,Geekvape - 2ml Peerless RDTA,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91001,,,,
23-04-2019,Efuma Aps,00219-18-15103,Geekvape - 2ml Blitzen RTA,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91001,,,,
19-12-2017,Efuma Aps,00219-17-13511,Geekvape - 2ml Medusa Reborn RDTA,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91001,,,,
21-06-2017,Efuma Aps,00219-17-08248,Wismec - 2ml Reux Mini Atomizer,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91001,,,,
19-12-2017,Efuma Aps,00219-17-12523,GeekVape - Zeus RTA - TPD,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91001,,,,
01-12-2017,Efuma Aps,00219-17-10268,Peerless RDA Special Edition,Other,,,,,
09-01-2018,Efuma Aps,00219-18-10744,GeekVape - 2ml Ammit 25 RTA,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91001,,,,
23-04-2019,Efuma Aps,00219-19-20831,Geekvape - 2ml GeekVape Zeus X RTA,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91001,,,,
10-12-2018,Efuma Aps,00219-18-17664,Geekvape - 3pcs Meshmellow Coil for Alpha - 0.2ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
15-02-2019,Efuma Aps,00219-18-18381,Geekvape - NOVA 200W TC Kit with 2ml Alpha Tank,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91006; 00219-17-91004,,,,
10-12-2018,Efuma Aps,00219-18-17665,Geekvape - 3pcs Meshmellow Coil for Alpha - 0.4ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91004,,,,
21-06-2017,Efuma Aps,00219-17-09383,Wismec - 5pcs NS Triple Head for Elabo 0.25 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
10-12-2018,Efuma Aps,00219-18-17617,Geekvape - 2ml Alpha Subohm Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006; 00219-17-91004,,,,
16-06-2017,Efuma Aps,00219-17-09887,Joyetech - 5pcs - ProC1-S MTL Head for ProCore Aries, 0.25ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,
16-06-2017,Efuma Aps,00219-17-09886,Joyetech - 5pcs - ProC1 DL Head for ProCore Aries, 0.4ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,
17-06-2017,Efuma Aps,00219-17-04385,Joyetech - 5pcs - Cubis BF Replacement Coil - BF SS316 - 0.6 Ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92004,,,,
16-06-2017,Efuma Aps,00219-17-04768,Joyetech - 5pcs - NotchCoil DL Head for Cuboid Mini / Cubis 0.25 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92005,,,,
16-06-2017,Efuma Aps,00219-17-03696,Joyetech - 5pcs - Cubis BF Replacement Coil - BF SS316 - 0.5 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92003,,,,
16-06-2017,Efuma Aps,00219-17-05398,5pcs LVC Clapton MTL Head for CUBIS - 1.5 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91002,,,,
21-06-2017,Efuma Aps,00219-17-06597,Wismec - 5pcs WISMEC Triple Head for Amor Mini/ Vicino/ Reux Mini/ Elabo,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
16-06-2017,Efuma Aps,00219-17-09890,Joyetech - 5pcs - ProC4 DL Head for ProCore Aries, 0.15ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,
16-06-2017,Efuma Aps,00219-17-07917,Joyetech - Elitar Pipe TC Starter Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91002; 00219-17-92003,,,,
16-06-2017,Efuma Aps,00219-17-05204,5pcs CL Pure Cotton Head - 0.5 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93004,,,,
16-06-2017,Efuma Aps,00219-17-05204,Joyetech - 5pcs CL Pure Cotton Head - 0.5 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93004,,,,
16-06-2017,Efuma Aps,00219-17-07899,Joyetech - 2ml Elitar Pipe Atomizer Kit,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91002; 00219-17-92003,,,,
16-06-2017,Efuma Aps,00219-17-08782,Joyetech - 5pcs BFXL Kth DL Head for UNIMAX 22/25 0.5 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
17-06-2017,Efuma Aps,00219-17-08778,Joyetech - 2ml UNIMAX 22 Atomizer Kit,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91004; 00219-17-91005,,,,
17-06-2017,Efuma Aps,00219-17-06383,Joyetech - 2ml CUBIS D19 Atomizer,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91001,,,,
22-11-2016,Efuma Aps,00219-16-04333,eGo AIO Quick Start Kit - 1500mAh,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,,,,,
08-10-2018,Efuma Aps,00219-18-17838,Joyetech - 2ml Cubis Max Atomizer,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
14-10-2019,Efuma Aps,00219-19-21375,Joyetech - 5pcs EX-M Mesh Head for Exceed - 0.4ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92004,,,,
14-10-2019,Efuma Aps,00219-19-23318,Joyetech - 1.8ml EXCEED X Atomizer,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93004; 00219-17-92004,,,,
08-10-2018,Efuma Aps,00219-18-17891,Joyetech - NCFilm Heater for Cubis Max,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
07-11-2017,Efuma Aps,00219-17-13075,Wismec - 5pcs WM02 Coil Head for Gnome,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
25-08-2018,Efuma Aps,00219-17-12611,Joyetech - 2ml Exceed D19 1500mah Starter Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93004,,,,
21-09-2017,Efuma Aps,00219-17-11461,Joyetech - 5pcs ProC-BF/ProC-BFL Coil Head for CuAIO/CUBIS 2 - ProC-BF 0.6ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91004,,,,
07-11-2017,Efuma Aps,00219-17-13074,Wismec - 5pcs WM01 Coil Head for Gnome,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
20-02-2018,Efuma Aps,00219-18-09888,Joyetech - 5pcs - ProC2 DL Head for ProCore Aries, 0.15ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,
23-10-2017,Efuma Aps,00219-17-11463,Joyetech - 5pcs ProC-BF/ProC-BFL Coil Head for CuAIO/CUBIS 2 - ProC-BF 1.5ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91002,,,,
21-09-2017,Efuma Aps,00219-17-11460,Joyetech - 5pcs ProC-BF/ProC-BFL Coil Head for CuAIO/CUBIS 2 - ProC-BF 0.5ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92004,,,,
22-09-2017,Efuma Aps,00219-17-11456,Joyetech - 5pcs ProC-BF/ProC-BFL Coil Head for CuAIO/CUBIS 2 - ProC-BFL 0.5ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92004,,,,
25-10-2017,Efuma Aps,00219-17-10856,Joyetech - ProCore Remix RTA/RDA/Subohm Atomizer,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
25-05-2018,Efuma Aps,00219-18-14979,Joyetech - 2ml ProCore Air Atomizer,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
23-10-2017,Efuma Aps,00219-17-11457,Joyetech - 5pcs ProC-BF/ProC-BFL Coil Head for CuAIO/CUBIS 2 - ProC-BFL 0.6ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
21-09-2017,Efuma Aps,00219-17-11008,Joyetech - 2ml ProCore SE Atomizer,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006; 00219-17-91005,,,,
25-01-2018,Efuma Aps,00219-17-12236,Joyetech - 5pcs EX Coil Head for Exceed - 0.5ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93004,,,,
23-10-2017,Efuma Aps,00219-17-11458,Joyetech - 5pcs ProC-BF/ProC-BFL Coil Head for CuAIO/CUBIS 2 - ProC-BFL 1.0ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92002,,,,
25-05-2018,Efuma Aps,00219-18-15838,Joyetech - 5pcs ProCA Head for ProCore Aries - 0.4ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
25-01-2018,Efuma Aps,00219-17-12605,Joyetech - Exceed D19 Atomizer 2ml,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93004,,,,
20-09-2017,Efuma Aps,00219-17-10645,Joyetech - 2ml CUBIS 2 Atomizer,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
21-09-2017,Efuma Aps,00219-17-11019,Joyetech - 80W eVic Primo SE with ProCore SE Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91006; 00219-17-91005,,,,
17-01-2018,Efuma Aps,00219-17-08781,Joyetech - 5pcs BFL Kth DL Head for UNIMAX 22/25,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91004,,,,
26-02-2018,Efuma Aps,00219-18-13585,Joyetech - 2ml Exceed D22C Atomizer,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93004,,,,
25-05-2018,Efuma Aps,00219-18-14559,Joyetech - 5pcs eGo AIO ECO Replacement Coil,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
25-01-2018,Efuma Aps,00219-17-12237,Joyetech - 5pcs EX Coil Head for Exceed - 1.2ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93004,,,,
25-05-2018,Efuma Aps,00219-18-15826,Joyetech - 2ml Joye ECO D16,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
20-02-2018,Efuma Aps,00219-18-09889,Joyetech - 5pcs - ProC3 DL Head for ProCore Aries, 0.2ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,
27-09-2017,Efuma Aps,00219-17-11556,Joyetech - 2000mAh 80W Ekee with ProCore Motor TC Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91005; 00219-17-91006,,,,
27-09-2017,Efuma Aps,00219-17-11568,Joyetech - 2ml ProCore Motor Atomizer,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006; 00219-17-91005,,,,
08-11-2017,Efuma Aps,00219-17-11440,Joyetech - 2ml Atopack Penguin Colorful Cartridge - EU Version,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91001,,,,
25-05-2018,Efuma Aps,00219-18-15027,Wismec - 2ml Gnome King Subohm Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91004,,,,
23-10-2017,Efuma Aps,00219-17-11462,Joyetech - 5pcs ProC-BF/ProC-BFL Coil Head for CuAIO/CUBIS 2 - ProC-BF 1.0ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-92002,,,,
09-10-2018,Efuma Aps,00219-18-16257,Wismec - 2100mAh HiFlask 2ml Starter Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91005,,,,
06-08-2018,Efuma Aps,00219-18-16247,Wismec - 5pcs HiFlask Replacement Coil Head,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
14-07-2017,Efuma Aps,00219-17-10174,Smoktech - 5pcs Vape Pen 22 Core - 0.25ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
18-06-2017,Efuma Aps,00219-17-07945,Smoktech - 5pcs Spirals Replacement Coil - 0.3ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
13-07-2017,Efuma Aps,00219-17-10802,Smoktech - Helmet Mini Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93003; 00219-17-93004,,,,
18-06-2017,Efuma Aps,00219-17-09948,Smoktech - V8-Baby M2 Core - 0.15ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
16-06-2017,Efuma Aps,00219-17-07012,Smoktech - 3pcs Brit B2 Kanthal Dual Core - 0.3 ohms,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
29-06-2017,Efuma Aps,00219-17-07440,Smoktech - 5pcs Vape Pen 22 Core - 0.3ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93005,,,,
20-06-2017,Efuma Aps,00219-17-05590,Smoktech - 5pcs KOOPOR Helmet Clapton Coil - 0.4ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93003,,,,
20-06-2017,Efuma Aps,00219-17-05591,Smok - 5pcs KOOPOR Helmet Clapton Coil - 0.6ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93003,,,,
18-06-2017,Efuma Aps,00219-17-09865,Smoktech - 2ml TFV8 BABY Beast Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006; 00219-17-91005,,,,
18-06-2017,Efuma Aps,00219-17-09947,Smoktech - V8-Baby M2 Core - 0.25ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
18-06-2017,Efuma Aps,00219-17-06158,Smoktech - 5pcs - Brit Mini BM2 Core - 1.2 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91003,,,,
15-02-2018,Efuma Aps,00219-17-11713,Wismec - 2ml Elabo SW Atomizer,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
15-02-2018,Efuma Aps,00219-17-10853,Wismec - 2ml Elabo Mini Atomizer,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
26-06-2017,Efuma Aps,00219-17-06683,Smoktech - V8 Baby-X4 Quadruple Core - 0.15 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
25-01-2018,Efuma Aps,00219-17-12305,Innokin - 2ml Prism T20-S Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93004; 00219-17-93003,,,,
25-01-2018,Efuma Aps,00219-17-12936,Smoktech - 2ml TFV12 P Cloud Beast Tank - TPD,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006; 00219-17-91004,,,,
03-10-2017,Efuma Aps,00219-17-11167,Smoktech - 3pcs V8 Baby-Q2 EU Core,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
11-10-2017,Efuma Aps,00219-17-12148,Eleaf - 2ml ELLO S Atomizer,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006; 00219-17-93004,,,,
15-09-2017,Efuma Aps,00219-17-11543,Eleaf - 5pcs HW4 Quad-Cylinder Head 0.3 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93004,,,,
25-01-2018,Efuma Aps,00219-17-12954,Smoktech - 3pcs V12 P-Q4 Replacement Coil - 0.4ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91004,,,,
07-08-2017,Efuma Aps,00219-17-04287,Innokin - Prism T18E 2ml Tank (Child Proof Cap),Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93003,,,,
15-06-2017,Efuma Aps,00219-17-08329,Smoktech - V8 Baby-Q2 - 0.6 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93004,,,,
20-06-2017,Efuma Aps,00219-17-09416,SMOK -  4200mAh G150 Kit with TFV8 Baby EU Edition,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93006; 00219-17-91005,,,,
14-07-2017,Efuma Aps,00219-17-07776,Smoktech - V8 Baby-T6 Sextuple Core - 0.2 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
18-06-2017,Efuma Aps,00219-17-06148,Smoktech - Brit Mini Flavor Tank,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91003; 00219-17-93005,,,,
20-06-2017,Efuma Aps,00219-17-06160,Smoktech - V8 Baby-T8 Octuple Core - 0.15 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-93006,,,,
15-06-2017,Efuma Aps,00219-17-08328,Smoktech - V8 Baby-Q2 - 0.4 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
20-06-2017,Efuma Aps,00219-17-09944,Smoktech - 5pcs Stick AIO Replacement Coil 0.23 ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
